x-axis,1,,,,,,,,
second,Volt,,second,Volt,uA,,,,
2.16E-03,1.44E+00,,0.00793,1.3165829,1.31658E-06,1.30653E-11,,,
2.17E-03,1.46E+00,,0.00794,1.2964824,1.29648E-06,1.29899E-11,,,
2.18E-03,1.46E+00,,0.00795,1.3015075,1.30151E-06,1.30025E-11,,,
2.19E-03,1.46E+00,,0.00796,1.298995,1.299E-06,1.30779E-11,,,
2.20E-03,1.44E+00,,0.00797,1.3165829,1.31658E-06,1.30025E-11,,,
2.21E-03,1.44E+00,,0.00798,1.2839196,1.28392E-06,1.29146E-11,,,
2.22E-03,1.44E+00,,0.00799,1.298995,1.299E-06,1.29899E-11,,,
2.23E-03,1.44E+00,,0.008,1.298995,1.299E-06,1.29146E-11,,,
2.24E-03,1.44E+00,,0.00801,1.2839196,1.28392E-06,1.29271E-11,,,
2.25E-03,1.44E+00,,0.00802,1.3015075,1.30151E-06,1.29146E-11,,,
2.26E-03,1.42E+00,,0.00803,1.281407,1.28141E-06,1.2701E-11,,,
2.27E-03,1.46E+00,,0.00804,1.258794,1.25879E-06,1.25754E-11,,,
2.28E-03,1.44E+00,,0.00805,1.2562814,1.25628E-06,1.24874E-11,,,
2.29E-03,1.44E+00,,0.00806,1.241206,1.24121E-06,1.24874E-11,,,
2.30E-03,1.44E+00,,0.00807,1.2562814,1.25628E-06,1.24749E-11,,,
2.31E-03,1.44E+00,,0.00808,1.2386935,1.23869E-06,1.23869E-11,,,
2.32E-03,1.44E+00,,0.00809,1.2386935,1.23869E-06,1.2299E-11,,,
2.33E-03,1.42E+00,,0.0081,1.2211055,1.22111E-06,1.21985E-11,,,
2.34E-03,1.42E+00,,0.00811,1.218593,1.21859E-06,1.2098E-11,,,
2.35E-03,1.44E+00,,0.00812,1.201005,1.20101E-06,1.2098E-11,,,
2.36E-03,1.42E+00,,0.00813,1.218593,1.21859E-06,1.20729E-11,,,
2.37E-03,1.42E+00,,0.00814,1.1959799,1.19598E-06,1.19724E-11,,,
2.38E-03,1.42E+00,,0.00815,1.1984925,1.19849E-06,1.19724E-11,,,
2.39E-03,1.42E+00,,0.00816,1.1959799,1.19598E-06,1.19598E-11,,,
2.40E-03,1.44E+00,,0.00817,1.1959799,1.19598E-06,1.18719E-11,,,
2.41E-03,1.40E+00,,0.00818,1.178392,1.17839E-06,1.17839E-11,,,
2.42E-03,1.42E+00,,0.00819,1.178392,1.17839E-06,1.17714E-11,,,
2.43E-03,1.42E+00,,0.0082,1.1758794,1.17588E-06,1.16834E-11,,,
2.44E-03,1.42E+00,,0.00821,1.160804,1.1608E-06,1.15955E-11,,,
2.45E-03,1.43E+00,,0.00822,1.1582915,1.15829E-06,1.15829E-11,,,
2.46E-03,1.42E+00,,0.00823,1.1582915,1.15829E-06,1.14698E-11,,,
2.47E-03,1.42E+00,,0.00824,1.1356784,1.13568E-06,1.13568E-11,,,
2.48E-03,1.44E+00,,0.00825,1.1356784,1.13568E-06,1.13693E-11,,,
2.49E-03,1.44E+00,,0.00826,1.138191,1.13819E-06,1.1294E-11,,,
2.50E-03,1.44E+00,,0.00827,1.120603,1.1206E-06,1.11055E-11,,,
2.51E-03,1.42E+00,,0.00828,1.1005025,1.1005E-06,1.1093E-11,,,
2.52E-03,1.42E+00,,0.00829,1.1180905,1.11809E-06,1.12688E-11,,,
2.53E-03,1.42E+00,,0.0083,1.1356784,1.13568E-06,1.11683E-11,,,
2.54E-03,1.40E+00,,0.00831,1.09799,1.09799E-06,1.09925E-11,,,
2.55E-03,1.44E+00,,0.00832,1.1005025,1.1005E-06,1.09171E-11,,,
2.56E-03,1.42E+00,,0.00833,1.0829146,1.08291E-06,1.09045E-11,,,
2.57E-03,1.42E+00,,0.00834,1.09799,1.09799E-06,1.0892E-11,,,
2.58E-03,1.42E+00,,0.00835,1.080402,1.0804E-06,1.07915E-11,,,
2.59E-03,1.44E+00,,0.00836,1.0778895,1.07789E-06,1.07789E-11,,,
2.60E-03,1.42E+00,,0.00837,1.0778895,1.07789E-06,1.07789E-11,,,
2.61E-03,1.42E+00,,0.00838,1.0778895,1.07789E-06,1.07789E-11,,,
2.62E-03,1.44E+00,,0.00839,1.0778895,1.07789E-06,1.07789E-11,,,
2.63E-03,1.44E+00,,0.0084,1.0778895,1.07789E-06,1.07663E-11,,,
2.64E-03,1.40E+00,,0.00841,1.0753769,1.07538E-06,1.06533E-11,,,
2.65E-03,1.42E+00,,0.00842,1.0552764,1.05528E-06,1.05528E-11,,,
2.66E-03,1.42E+00,,0.00843,1.0552764,1.05528E-06,1.04648E-11,,,
2.67E-03,1.40E+00,,0.00844,1.0376884,1.03769E-06,1.03769E-11,,,
2.68E-03,1.42E+00,,0.00845,1.0376884,1.03769E-06,1.03769E-11,,,
2.69E-03,1.38E+00,,0.00846,1.0376884,1.03769E-06,1.03894E-11,,,
2.70E-03,1.40E+00,,0.00847,1.040201,1.0402E-06,1.03015E-11,,,
2.71E-03,1.42E+00,,0.00848,1.0201005,1.0201E-06,1.02764E-11,,,
2.72E-03,1.40E+00,,0.00849,1.0351759,1.03518E-06,1.03518E-11,,,
2.73E-03,1.42E+00,,0.0085,1.0351759,1.03518E-06,1.02638E-11,,,
2.74E-03,1.40E+00,,0.00851,1.0175879,1.01759E-06,1.00879E-11,,,
2.75E-03,1.40E+00,,0.00852,1,0.000001,9.98744E-12,,,
2.76E-03,1.40E+00,,0.00853,0.9974874,9.97487E-07,9.97487E-12,,,
2.77E-03,1.40E+00,,0.00854,0.9974874,9.97487E-07,9.96231E-12,,,
2.78E-03,1.38E+00,,0.00855,0.9949749,9.94975E-07,9.96231E-12,,,
2.79E-03,1.38E+00,,0.00856,0.9974874,9.97487E-07,9.97487E-12,,,
2.80E-03,1.38E+00,,0.00857,0.9974874,9.97487E-07,9.87437E-12,,,
2.81E-03,1.40E+00,,0.00858,0.9773869,9.77387E-07,9.68593E-12,,,
2.82E-03,1.40E+00,,0.00859,0.959799,9.59799E-07,9.67337E-12,,,
2.83E-03,1.40E+00,,0.0086,0.9748744,9.74874E-07,9.67337E-12,,,
2.84E-03,1.42E+00,,0.00861,0.959799,9.59799E-07,9.67337E-12,,,
2.85E-03,1.40E+00,,0.00862,0.9748744,9.74874E-07,9.74874E-12,,,
2.86E-03,1.40E+00,,0.00863,0.9748744,9.74874E-07,9.64824E-12,,,
2.87E-03,1.40E+00,,0.00864,0.9547739,9.54774E-07,9.4598E-12,,,
2.88E-03,1.42E+00,,0.00865,0.9371859,9.37186E-07,9.38442E-12,,,
2.89E-03,1.41E+00,,0.00866,0.9396985,9.39699E-07,9.38442E-12,,,
2.90E-03,1.38E+00,,0.00867,0.9371859,9.37186E-07,9.37186E-12,,,
2.91E-03,1.40E+00,,0.00868,0.9371859,9.37186E-07,9.37186E-12,,,
2.92E-03,1.40E+00,,0.00869,0.9371859,9.37186E-07,9.37186E-12,,,
2.93E-03,1.40E+00,,0.0087,0.9371859,9.37186E-07,9.37186E-12,,,
2.94E-03,1.42E+00,,0.00871,0.9371859,9.37186E-07,9.3593E-12,,,
2.95E-03,1.38E+00,,0.00872,0.9346734,9.34673E-07,9.24623E-12,,,
2.96E-03,1.40E+00,,0.00873,0.9145729,9.14573E-07,9.07035E-12,,,
2.97E-03,1.40E+00,,0.00874,0.8994975,8.99498E-07,8.99497E-12,,,
2.98E-03,1.40E+00,,0.00875,0.8994975,8.99498E-07,9.08291E-12,,,
2.99E-03,1.42E+00,,0.00876,0.9170854,9.17085E-07,9.07035E-12,,,
3.00E-03,1.42E+00,,0.00877,0.8969849,8.96985E-07,8.96985E-12,,,
3.01E-03,1.40E+00,,0.00878,0.8969849,8.96985E-07,8.96985E-12,,,
3.02E-03,1.38E+00,,0.00879,0.8969849,8.96985E-07,8.86935E-12,,,
3.03E-03,1.40E+00,,0.0088,0.8768844,8.76884E-07,8.85678E-12,,,
3.04E-03,1.40E+00,,0.00881,0.8944724,8.94472E-07,8.85678E-12,,,
3.05E-03,1.41E+00,,0.00882,0.8768844,8.76884E-07,8.76884E-12,,,
3.06E-03,1.38E+00,,0.00883,0.8768844,8.76884E-07,8.6809E-12,,,
3.07E-03,1.38E+00,,0.00884,0.8592965,8.59297E-07,8.5804E-12,,,
3.08E-03,1.38E+00,,0.00885,0.8567839,8.56784E-07,8.66834E-12,,,
3.09E-03,1.38E+00,,0.00886,0.8768844,8.76884E-07,8.75628E-12,,,
3.10E-03,1.38E+00,,0.00887,0.8743719,8.74372E-07,8.65578E-12,,,
3.11E-03,1.40E+00,,0.00888,0.8567839,8.56784E-07,8.55528E-12,,,
3.12E-03,1.38E+00,,0.00889,0.8542714,8.54271E-07,8.45477E-12,,,
3.13E-03,1.38E+00,,0.0089,0.8366834,8.36683E-07,8.46734E-12,,,
3.14E-03,1.38E+00,,0.00891,0.8567839,8.56784E-07,8.56784E-12,,,
3.15E-03,1.38E+00,,0.00892,0.8567839,8.56784E-07,8.46734E-12,,,
3.16E-03,1.38E+00,,0.00893,0.8366834,8.36683E-07,8.36683E-12,,,
3.17E-03,1.38E+00,,0.00894,0.8366834,8.36683E-07,8.36683E-12,,,
3.18E-03,1.38E+00,,0.00895,0.8366834,8.36683E-07,8.26633E-12,,,
3.19E-03,1.36E+00,,0.00896,0.8165829,8.16583E-07,8.26633E-12,,,
3.20E-03,1.38E+00,,0.00897,0.8366834,8.36683E-07,8.26633E-12,,,
3.21E-03,1.38E+00,,0.00898,0.8165829,8.16583E-07,8.15327E-12,,,
3.22E-03,1.40E+00,,0.00899,0.8140704,8.1407E-07,8.15327E-12,,,
3.23E-03,1.38E+00,,0.009,0.8165829,8.16583E-07,8.16583E-12,,,
3.24E-03,1.38E+00,,0.00901,0.8165829,8.16583E-07,8.17839E-12,,,
3.25E-03,1.38E+00,,0.00902,0.8190955,8.19096E-07,8.07789E-12,,,
3.26E-03,1.38E+00,,0.00903,0.7964824,7.96482E-07,7.87688E-12,,,
3.27E-03,1.38E+00,,0.00904,0.7788945,7.78895E-07,7.86432E-12,,,
3.28E-03,1.38E+00,,0.00905,0.7939699,7.9397E-07,7.86432E-12,,,
3.29E-03,1.39E+00,,0.00906,0.7788945,7.78895E-07,7.77638E-12,,,
3.30E-03,1.38E+00,,0.00907,0.7763819,7.76382E-07,7.86432E-12,,,
3.31E-03,1.40E+00,,0.00908,0.7964824,7.96482E-07,7.77638E-12,,,
3.32E-03,1.38E+00,,0.00909,0.758794,7.58794E-07,7.76382E-12,,,
3.33E-03,1.38E+00,,0.0091,0.7939699,7.9397E-07,7.76382E-12,,,
3.34E-03,1.38E+00,,0.00911,0.758794,7.58794E-07,7.67588E-12,,,
3.35E-03,1.34E+00,,0.00912,0.7763819,7.76382E-07,7.66332E-12,,,
3.36E-03,1.38E+00,,0.00913,0.7562814,7.56281E-07,7.66332E-12,,,
3.37E-03,1.38E+00,,0.00914,0.7763819,7.76382E-07,7.67588E-12,,,
3.38E-03,1.40E+00,,0.00915,0.758794,7.58794E-07,7.58794E-12,,,
3.39E-03,1.38E+00,,0.00916,0.758794,7.58794E-07,7.57538E-12,,,
3.40E-03,1.38E+00,,0.00917,0.7562814,7.56281E-07,7.47487E-12,,,
3.41E-03,1.40E+00,,0.00918,0.7386935,7.38694E-07,7.38693E-12,,,
3.42E-03,1.38E+00,,0.00919,0.7386935,7.38694E-07,7.37437E-12,,,
3.43E-03,1.36E+00,,0.0092,0.7361809,7.36181E-07,7.44975E-12,,,
3.44E-03,1.38E+00,,0.00921,0.7537689,7.53769E-07,7.44975E-12,,,
3.45E-03,1.38E+00,,0.00922,0.7361809,7.36181E-07,7.36181E-12,,,
3.46E-03,1.36E+00,,0.00923,0.7361809,7.36181E-07,7.36181E-12,,,
3.47E-03,1.38E+00,,0.00924,0.7361809,7.36181E-07,7.26131E-12,,,
3.48E-03,1.36E+00,,0.00925,0.7160804,7.1608E-07,7.17337E-12,,,
3.49E-03,1.36E+00,,0.00926,0.718593,7.18593E-07,7.17337E-12,,,
3.50E-03,1.36E+00,,0.00927,0.7160804,7.1608E-07,7.1608E-12,,,
3.51E-03,1.36E+00,,0.00928,0.7160804,7.1608E-07,7.1608E-12,,,
3.52E-03,1.34E+00,,0.00929,0.7160804,7.1608E-07,7.26131E-12,,,
3.53E-03,1.34E+00,,0.0093,0.7361809,7.36181E-07,7.24874E-12,,,
3.54E-03,1.34E+00,,0.00931,0.7135678,7.13568E-07,7.0603E-12,,,
3.55E-03,1.34E+00,,0.00932,0.6984925,6.98493E-07,6.97236E-12,,,
3.56E-03,1.34E+00,,0.00933,0.6959799,6.9598E-07,6.9598E-12,,,
3.57E-03,1.34E+00,,0.00934,0.6959799,6.9598E-07,6.9598E-12,,,
3.58E-03,1.36E+00,,0.00935,0.6959799,6.9598E-07,7.0603E-12,,,
3.59E-03,1.34E+00,,0.00936,0.7160804,7.1608E-07,6.9598E-12,,,
3.60E-03,1.34E+00,,0.00937,0.6758794,6.75879E-07,6.84673E-12,,,
3.61E-03,1.34E+00,,0.00938,0.6934673,6.93467E-07,6.93467E-12,,,
3.62E-03,1.36E+00,,0.00939,0.6934673,6.93467E-07,6.93467E-12,,,
3.63E-03,1.36E+00,,0.0094,0.6934673,6.93467E-07,6.94724E-12,,,
3.64E-03,1.32E+00,,0.00941,0.6959799,6.9598E-07,6.8593E-12,,,
3.65E-03,1.32E+00,,0.00942,0.6758794,6.75879E-07,6.75879E-12,,,
3.66E-03,1.34E+00,,0.00943,0.6758794,6.75879E-07,6.75879E-12,,,
3.67E-03,1.36E+00,,0.00944,0.6758794,6.75879E-07,6.67085E-12,,,
3.68E-03,1.34E+00,,0.00945,0.6582915,6.58292E-07,6.65829E-12,,,
3.69E-03,1.34E+00,,0.00946,0.6733668,6.73367E-07,6.57035E-12,,,
3.70E-03,1.34E+00,,0.00947,0.6407035,6.40704E-07,6.48241E-12,,,
3.71E-03,1.34E+00,,0.00948,0.6557789,6.55779E-07,6.55779E-12,,,
3.72E-03,1.34E+00,,0.00949,0.6557789,6.55779E-07,6.57035E-12,,,
3.73E-03,1.32E+00,,0.0095,0.6582915,6.58292E-07,6.46985E-12,,,
3.74E-03,1.34E+00,,0.00951,0.6356784,6.35678E-07,6.36935E-12,,,
3.75E-03,1.34E+00,,0.00952,0.638191,6.38191E-07,6.55779E-12,,,
3.76E-03,1.32E+00,,0.00953,0.6733668,6.73367E-07,6.63317E-12,,,
3.77E-03,1.32E+00,,0.00954,0.6532663,6.53266E-07,6.44472E-12,,,
3.78E-03,1.32E+00,,0.00955,0.6356784,6.35678E-07,6.34422E-12,,,
3.79E-03,1.32E+00,,0.00956,0.6331658,6.33166E-07,6.34422E-12,,,
3.80E-03,1.32E+00,,0.00957,0.6356784,6.35678E-07,6.35678E-12,,,
3.81E-03,1.34E+00,,0.00958,0.6356784,6.35678E-07,6.44472E-12,,,
3.82E-03,1.34E+00,,0.00959,0.6532663,6.53266E-07,6.34422E-12,,,
3.83E-03,1.33E+00,,0.0096,0.6155779,6.15578E-07,6.24372E-12,,,
3.84E-03,1.30E+00,,0.00961,0.6331658,6.33166E-07,6.34422E-12,,,
3.85E-03,1.34E+00,,0.00962,0.6356784,6.35678E-07,6.34422E-12,,,
3.86E-03,1.32E+00,,0.00963,0.6331658,6.33166E-07,6.15578E-12,,,
3.87E-03,1.32E+00,,0.00964,0.59799,5.9799E-07,6.06784E-12,,,
3.88E-03,1.30E+00,,0.00965,0.6155779,6.15578E-07,6.16834E-12,,,
3.89E-03,1.32E+00,,0.00966,0.6180905,6.18091E-07,6.0804E-12,,,
3.90E-03,1.32E+00,,0.00967,0.59799,5.9799E-07,5.9799E-12,,,
3.91E-03,1.32E+00,,0.00968,0.59799,5.9799E-07,6.05528E-12,,,
3.92E-03,1.32E+00,,0.00969,0.6130653,6.13065E-07,6.05528E-12,,,
3.93E-03,1.30E+00,,0.0097,0.59799,5.9799E-07,5.8794E-12,,,
3.94E-03,1.30E+00,,0.00971,0.5778895,5.7789E-07,5.86683E-12,,,
3.95E-03,1.30E+00,,0.00972,0.5954774,5.95477E-07,5.95477E-12,,,
3.96E-03,1.32E+00,,0.00973,0.5954774,5.95477E-07,5.94221E-12,,,
3.97E-03,1.32E+00,,0.00974,0.5929648,5.92965E-07,5.94221E-12,,,
3.98E-03,1.30E+00,,0.00975,0.5954774,5.95477E-07,5.86683E-12,,,
3.99E-03,1.30E+00,,0.00976,0.5778895,5.7789E-07,5.85427E-12,,,
4.00E-03,1.30E+00,,0.00977,0.5929648,5.92965E-07,5.84171E-12,,,
4.01E-03,1.32E+00,,0.00978,0.5753769,5.75377E-07,5.75377E-12,,,
4.02E-03,1.28E+00,,0.00979,0.5753769,5.75377E-07,5.84171E-12,,,
4.03E-03,1.30E+00,,0.0098,0.5929648,5.92965E-07,5.85427E-12,,,
4.04E-03,1.30E+00,,0.00981,0.5778895,5.7789E-07,5.67839E-12,,,
4.05E-03,1.28E+00,,0.00982,0.557789,5.57789E-07,5.65327E-12,,,
4.06E-03,1.30E+00,,0.00983,0.5728643,5.72864E-07,5.72864E-12,,,
4.07E-03,1.28E+00,,0.00984,0.5728643,5.72864E-07,5.65327E-12,,,
4.08E-03,1.26E+00,,0.00985,0.557789,5.57789E-07,5.65327E-12,,,
4.09E-03,1.26E+00,,0.00986,0.5728643,5.72864E-07,5.6407E-12,,,
4.10E-03,1.24E+00,,0.00987,0.5552764,5.55276E-07,5.65327E-12,,,
4.11E-03,1.26E+00,,0.00988,0.5753769,5.75377E-07,5.6407E-12,,,
4.12E-03,1.24E+00,,0.00989,0.5527638,5.52764E-07,5.45226E-12,,,
4.13E-03,1.24E+00,,0.0099,0.5376885,5.37689E-07,5.46482E-12,,,
4.14E-03,1.22E+00,,0.00991,0.5552764,5.55276E-07,5.55276E-12,,,
4.15E-03,1.22E+00,,0.00992,0.5552764,5.55276E-07,5.55276E-12,,,
4.16E-03,1.20E+00,,0.00993,0.5552764,5.55276E-07,5.55276E-12,,,
4.17E-03,1.22E+00,,0.00994,0.5552764,5.55276E-07,5.46482E-12,,,
4.18E-03,1.20E+00,,0.00995,0.5376885,5.37689E-07,5.27638E-12,,,
4.19E-03,1.20E+00,,0.00996,0.517588,5.17588E-07,5.27638E-12,,,
4.20E-03,1.20E+00,,0.00997,0.5376885,5.37689E-07,5.45226E-12,,,
4.21E-03,1.20E+00,,0.00998,0.5527638,5.52764E-07,5.52764E-12,,,
4.22E-03,1.18E+00,,0.00999,0.5527638,5.52764E-07,5.35176E-12,,,
4.23E-03,1.18E+00,,0.01,0.517588,5.17588E-07,5.17588E-12,,,
4.24E-03,1.18E+00,,0.01001,0.517588,5.17588E-07,5.25126E-12,,,
4.25E-03,1.16E+00,,0.01002,0.5326633,5.32663E-07,5.32663E-12,,,
4.26E-03,1.16E+00,,0.01003,0.5326633,5.32663E-07,5.3392E-12,,,
4.27E-03,1.16E+00,,0.01004,0.5351759,5.35176E-07,5.3392E-12,,,
4.28E-03,1.14E+00,,0.01005,0.5326633,5.32663E-07,5.23869E-12,,,
4.29E-03,1.14E+00,,0.01006,0.5150754,5.15075E-07,5.15075E-12,,,
4.30E-03,1.14E+00,,0.01007,0.5150754,5.15075E-07,5.15075E-12,,,
4.31E-03,1.12E+00,,0.01008,0.5150754,5.15075E-07,5.06281E-12,,,
4.32E-03,1.10E+00,,0.01009,0.4974874,4.97487E-07,5.03769E-12,,,
4.33E-03,1.12E+00,,0.0101,0.5100503,5.1005E-07,5.02513E-12,,,
4.34E-03,1.14E+00,,0.01011,0.4949749,4.94975E-07,5.03769E-12,,,
4.35E-03,1.10E+00,,0.01012,0.5125628,5.12563E-07,5.03769E-12,,,
4.36E-03,1.10E+00,,0.01013,0.4949749,4.94975E-07,4.94975E-12,,,
4.37E-03,1.08E+00,,0.01014,0.4949749,4.94975E-07,5.05025E-12,,,
4.38E-03,1.10E+00,,0.01015,0.5150754,5.15075E-07,5.05025E-12,,,
4.39E-03,1.08E+00,,0.01016,0.4949749,4.94975E-07,4.86181E-12,,,
4.40E-03,1.08E+00,,0.01017,0.4773869,4.77387E-07,4.84925E-12,,,
4.41E-03,1.08E+00,,0.01018,0.4924623,4.92462E-07,4.92462E-12,,,
4.42E-03,1.08E+00,,0.01019,0.4924623,4.92462E-07,4.83668E-12,,,
4.43E-03,1.08E+00,,0.0102,0.4748744,4.74874E-07,4.83668E-12,,,
4.44E-03,1.08E+00,,0.01021,0.4924623,4.92462E-07,4.83668E-12,,,
4.45E-03,1.08E+00,,0.01022,0.4748744,4.74874E-07,4.84925E-12,,,
4.46E-03,1.06E+00,,0.01023,0.4949749,4.94975E-07,4.93719E-12,,,
4.47E-03,1.06E+00,,0.01024,0.4924623,4.92462E-07,4.83668E-12,,,
4.48E-03,1.04E+00,,0.01025,0.4748744,4.74874E-07,4.74874E-12,,,
4.49E-03,1.04E+00,,0.01026,0.4748744,4.74874E-07,4.73618E-12,,,
4.50E-03,1.04E+00,,0.01027,0.4723618,4.72362E-07,4.73618E-12,,,
4.51E-03,1.04E+00,,0.01028,0.4748744,4.74874E-07,4.74874E-12,,,
4.52E-03,1.02E+00,,0.01029,0.4748744,4.74874E-07,4.73618E-12,,,
4.53E-03,1.04E+00,,0.0103,0.4723618,4.72362E-07,4.73618E-12,,,
4.54E-03,1.04E+00,,0.01031,0.4748744,4.74874E-07,4.74874E-12,,,
4.55E-03,1.02E+00,,0.01032,0.4748744,4.74874E-07,4.64824E-12,,,
4.56E-03,1.00E+00,,0.01033,0.4547739,4.54774E-07,4.5603E-12,,,
4.57E-03,9.97E-01,,0.01034,0.4572864,4.57286E-07,4.64824E-12,,,
4.58E-03,9.97E-01,,0.01035,0.4723618,4.72362E-07,4.63568E-12,,,
4.59E-03,9.95E-01,,0.01036,0.4547739,4.54774E-07,4.4598E-12,,,
4.60E-03,9.97E-01,,0.01037,0.4371859,4.37186E-07,4.4598E-12,,,
4.61E-03,9.97E-01,,0.01038,0.4547739,4.54774E-07,4.4598E-12,,,
4.62E-03,9.77E-01,,0.01039,0.4371859,4.37186E-07,4.4598E-12,,,
4.63E-03,9.60E-01,,0.0104,0.4547739,4.54774E-07,4.53518E-12,,,
4.64E-03,9.75E-01,,0.01041,0.4522613,4.52261E-07,4.52261E-12,,,
4.65E-03,9.60E-01,,0.01042,0.4522613,4.52261E-07,4.44724E-12,,,
4.66E-03,9.75E-01,,0.01043,0.4371859,4.37186E-07,4.44724E-12,,,
4.67E-03,9.75E-01,,0.01044,0.4522613,4.52261E-07,4.3593E-12,,,
4.68E-03,9.55E-01,,0.01045,0.419598,4.19598E-07,4.3593E-12,,,
4.69E-03,9.37E-01,,0.01046,0.4522613,4.52261E-07,4.34673E-12,,,
4.70E-03,9.40E-01,,0.01047,0.4170854,4.17085E-07,4.27136E-12,,,
4.71E-03,9.37E-01,,0.01048,0.4371859,4.37186E-07,4.43467E-12,,,
4.72E-03,9.37E-01,,0.01049,0.4497488,4.49749E-07,4.43467E-12,,,
4.73E-03,9.37E-01,,0.0105,0.4371859,4.37186E-07,4.34673E-12,,,
4.74E-03,9.37E-01,,0.01051,0.4321608,4.32161E-07,4.33417E-12,,,
4.75E-03,9.37E-01,,0.01052,0.4346734,4.34673E-07,4.34673E-12,,,
4.76E-03,9.35E-01,,0.01053,0.4346734,4.34673E-07,4.25879E-12,,,
4.77E-03,9.15E-01,,0.01054,0.4170854,4.17085E-07,4.24623E-12,,,
4.78E-03,8.99E-01,,0.01055,0.4321608,4.32161E-07,4.32161E-12,,,
4.79E-03,8.99E-01,,0.01056,0.4321608,4.32161E-07,4.42211E-12,,,
4.80E-03,9.17E-01,,0.01057,0.4522613,4.52261E-07,4.43467E-12,,,
4.81E-03,8.97E-01,,0.01058,0.4346734,4.34673E-07,4.34673E-12,,,
4.82E-03,8.97E-01,,0.01059,0.4346734,4.34673E-07,4.24623E-12,,,
4.83E-03,8.97E-01,,0.0106,0.4145729,4.14573E-07,4.14573E-12,,,
4.84E-03,8.77E-01,,0.01061,0.4145729,4.14573E-07,4.14573E-12,,,
4.85E-03,8.94E-01,,0.01062,0.4145729,4.14573E-07,4.14573E-12,,,
4.86E-03,8.77E-01,,0.01063,0.4145729,4.14573E-07,4.14573E-12,,,
4.87E-03,8.77E-01,,0.01064,0.4145729,4.14573E-07,4.13317E-12,,,
4.88E-03,8.59E-01,,0.01065,0.4120603,4.1206E-07,4.1206E-12,,,
4.89E-03,8.57E-01,,0.01066,0.4120603,4.1206E-07,4.13317E-12,,,
4.90E-03,8.77E-01,,0.01067,0.4145729,4.14573E-07,4.14573E-12,,,
4.91E-03,8.74E-01,,0.01068,0.4145729,4.14573E-07,4.14573E-12,,,
4.92E-03,8.57E-01,,0.01069,0.4145729,4.14573E-07,4.13317E-12,,,
4.93E-03,8.54E-01,,0.0107,0.4120603,4.1206E-07,4.03266E-12,,,
4.94E-03,8.37E-01,,0.01071,0.3944724,3.94472E-07,3.94472E-12,,,
4.95E-03,8.57E-01,,0.01072,0.3944724,3.94472E-07,3.94472E-12,,,
4.96E-03,8.57E-01,,0.01073,0.3944724,3.94472E-07,3.85678E-12,,,
4.97E-03,8.37E-01,,0.01074,0.3768844,3.76884E-07,3.85678E-12,,,
4.98E-03,8.37E-01,,0.01075,0.3944724,3.94472E-07,3.94472E-12,,,
4.99E-03,8.37E-01,,0.01076,0.3944724,3.94472E-07,3.85678E-12,,,
5.00E-03,8.17E-01,,0.01077,0.3768844,3.76884E-07,3.85678E-12,,,
5.01E-03,8.37E-01,,0.01078,0.3944724,3.94472E-07,3.86935E-12,,,
5.02E-03,8.17E-01,,0.01079,0.379397,3.79397E-07,3.86935E-12,,,
5.03E-03,8.14E-01,,0.0108,0.3944724,3.94472E-07,3.93216E-12,,,
5.04E-03,8.17E-01,,0.01081,0.3919598,3.9196E-07,3.83166E-12,,,
5.05E-03,8.17E-01,,0.01082,0.3743719,3.74372E-07,3.93216E-12,,,
5.06E-03,8.19E-01,,0.01083,0.4120603,4.1206E-07,3.93216E-12,,,
5.07E-03,7.96E-01,,0.01084,0.3743719,3.74372E-07,3.75628E-12,,,
5.08E-03,7.79E-01,,0.01085,0.3768844,3.76884E-07,3.84422E-12,,,
5.09E-03,7.94E-01,,0.01086,0.3919598,3.9196E-07,3.83166E-12,,,
5.10E-03,7.79E-01,,0.01087,0.3743719,3.74372E-07,3.65578E-12,,,
5.11E-03,7.76E-01,,0.01088,0.3567839,3.56784E-07,3.65578E-12,,,
5.12E-03,7.96E-01,,0.01089,0.3743719,3.74372E-07,3.75628E-12,,,
5.13E-03,7.59E-01,,0.0109,0.3768844,3.76884E-07,3.75628E-12,,,
5.14E-03,7.94E-01,,0.01091,0.3743719,3.74372E-07,3.74372E-12,,,
5.15E-03,7.59E-01,,0.01092,0.3743719,3.74372E-07,3.75628E-12,,,
5.16E-03,7.76E-01,,0.01093,0.3768844,3.76884E-07,3.75628E-12,,,
5.17E-03,7.56E-01,,0.01094,0.3743719,3.74372E-07,3.73116E-12,,,
5.18E-03,7.76E-01,,0.01095,0.3718593,3.71859E-07,3.64322E-12,,,
5.19E-03,7.59E-01,,0.01096,0.3567839,3.56784E-07,3.55528E-12,,,
5.20E-03,7.59E-01,,0.01097,0.3542714,3.54271E-07,3.54271E-12,,,
5.21E-03,7.56E-01,,0.01098,0.3542714,3.54271E-07,3.45477E-12,,,
5.22E-03,7.39E-01,,0.01099,0.3366834,3.36683E-07,3.54271E-12,,,
5.23E-03,7.39E-01,,0.011,0.3718593,3.71859E-07,3.71859E-12,,,
5.24E-03,7.36E-01,,0.01101,0.3718593,3.71859E-07,3.63065E-12,,,
5.25E-03,7.54E-01,,0.01102,0.3542714,3.54271E-07,3.53015E-12,,,
5.26E-03,7.36E-01,,0.01103,0.3517588,3.51759E-07,3.53015E-12,,,
